artist,artist_norm,n_reviews,is_various,is_suspicious_token,artist_spotify,match_type,score,spotify_artist_id
lemonade,lemonade,2,False,False,Lemonade,exact_norm,1.0,
les sins,les sins,2,False,False,Les Sins,exact_norm,1.0,
lil uzi vert,lil uzi vert,2,False,False,Lil Uzi Vert,exact_norm,1.0,
lil yachty,lil yachty,2,False,False,Lil Yachty,exact_norm,1.0,
lisa gerrard,lisa gerrard,2,False,False,Lisa Gerrard,exact_norm,1.0,
lizzo,lizzo,2,False,False,Lizzo,exact_norm,1.0,
lord huron,lord huron,2,False,False,Lord Huron,exact_norm,1.0,
luciano,luciano,2,False,False,Luciano,exact_norm,1.0,
manu chao,manu chao,2,False,False,Manu Chao,exact_norm,1.0,
marina,marina,2,False,False,MARINA,exact_norm,1.0,
method man,method man,2,False,False,Method Man,exact_norm,1.0,
miss kittin,miss kittin,2,False,False,Miss Kittin,exact_norm,1.0,
mitski,mitski,2,False,False,Mitski,exact_norm,1.0,
niki,niki,2,False,False,NIKI,exact_norm,1.0,
ol' dirty bastard,ol' dirty bastard,2,False,False,Ol' Dirty Bastard,jaccard_token,1.0,
open mike eagle,open mike eagle,2,False,False,Open Mike Eagle,exact_norm,1.0,
outkast,outkast,2,False,False,Outkast,exact_norm,1.0,
patrick watson,patrick watson,2,False,False,Patrick Watson,exact_norm,1.0,
portugal. the man,portugal. the man,2,False,False,Portugal. The Man,jaccard_token,1.0,
post malone,post malone,2,False,False,Post Malone,exact_norm,1.0,
project pat,project pat,2,False,False,Project Pat,exact_norm,1.0,
purity ring,purity ring,2,False,False,Purity Ring,exact_norm,1.0,
rae sremmurd,rae sremmurd,2,False,False,Rae Sremmurd,exact_norm,1.0,
santigold,santigold,2,False,False,Santigold,exact_norm,1.0,
shamir,shamir,2,False,False,Shamir,exact_norm,1.0,
shy glizzy,shy glizzy,2,False,False,Shy Glizzy,exact_norm,1.0,
sky ferreira,sky ferreira,2,False,False,Sky Ferreira,exact_norm,1.0,
slayer,slayer,2,False,False,Slayer,exact_norm,1.0,
steve aoki,steve aoki,2,False,False,Steve Aoki,exact_norm,1.0,
swearin,swearin,2,False,False,Swearin',exact_norm,1.0,
talking heads,talking heads,2,False,False,Talking Heads,exact_norm,1.0,
the avalanches,the avalanches,2,False,False,The Avalanches,exact_norm,1.0,
the cramps,the cramps,2,False,False,The Cramps,exact_norm,1.0,
the doors,the doors,2,False,False,The Doors,exact_norm,1.0,
the kooks,the kooks,2,False,False,The Kooks,exact_norm,1.0,
the temper trap,the temper trap,2,False,False,The Temper Trap,exact_norm,1.0,
the verve,the verve,2,False,False,The Verve,exact_norm,1.0,
the who,the who,2,False,False,The Who,exact_norm,1.0,
the wombats,the wombats,2,False,False,The Wombats,exact_norm,1.0,
the xx,the xx,2,False,False,The xx,exact_norm,1.0,
three 6 mafia,three 6 mafia,2,False,False,Three 6 Mafia,exact_norm,1.0,
timbaland,timbaland,2,False,False,Timbaland,exact_norm,1.0,
tool,tool,2,False,False,TOOL,exact_norm,1.0,
tory lanez,tory lanez,2,False,False,Tory Lanez,exact_norm,1.0,
tove lo,tove lo,2,False,False,Tove Lo,exact_norm,1.0,
travis scott,travis scott,2,False,False,Travis Scott,exact_norm,1.0,
twista,twista,2,False,False,Twista,exact_norm,1.0,
tycho,tycho,2,False,False,Tycho,exact_norm,1.0,
tyga,tyga,2,False,False,Tyga,exact_norm,1.0,
ugk,ugk,2,False,False,UGK,exact_norm,1.0,
usher,usher,2,False,False,Usher,exact_norm,1.0,
violent femmes,violent femmes,2,False,False,Violent Femmes,exact_norm,1.0,
william onyeabor,william onyeabor,2,False,False,William Onyeabor,exact_norm,1.0,
yelawolf,yelawolf,2,False,False,Yelawolf,exact_norm,1.0,
yo gotti,yo gotti,2,False,False,Yo Gotti,exact_norm,1.0,
21 savage,21 savage,1,False,False,21 Savage,exact_norm,1.0,
2pac,2pac,1,False,False,2Pac,exact_norm,1.0,
adele,adele,1,False,False,Adele,exact_norm,1.0,
alanis morissette,alanis morissette,1,False,False,Alanis Morissette,exact_norm,1.0,
alice in chains,alice in chains,1,False,False,Alice In Chains,exact_norm,1.0,
allah-las,allah-las,1,False,False,Allah-Las,jaccard_token,1.0,
america,america,1,False,False,America,exact_norm,1.0,
armand van helden,armand van helden,1,False,False,Armand Van Helden,exact_norm,1.0,
b.o.b,b.o.b,1,False,False,B.o.B,jaccard_token,1.0,
baauer,baauer,1,False,False,Baauer,exact_norm,1.0,
baio,baio,1,False,False,Baio,exact_norm,1.0,
bassnectar,bassnectar,1,False,False,Bassnectar,exact_norm,1.0,
big freedia,big freedia,1,False,False,Big Freedia,exact_norm,1.0,
bill evans,bill evans,1,False,False,Bill Evans,exact_norm,1.0,
blaqstarr,blaqstarr,1,False,False,Blaqstarr,exact_norm,1.0,
blink-182,blink-182,1,False,False,blink-182,jaccard_token,1.0,
bruno mars,bruno mars,1,False,False,Bruno Mars,exact_norm,1.0,
calvin harris,calvin harris,1,False,False,Calvin Harris,exact_norm,1.0,
canyons,canyons,1,False,False,Canyons,exact_norm,1.0,
carla morrison,carla morrison,1,False,False,Carla Morrison,exact_norm,1.0,
cassie,cassie,1,False,False,Cassie,exact_norm,1.0,
cayucas,cayucas,1,False,False,Cayucas,exact_norm,1.0,
charlie puth,charlie puth,1,False,False,Charlie Puth,exact_norm,1.0,
christian scott,christian scott,1,False,False,Christian Scott,exact_norm,1.0,
chuck berry,chuck berry,1,False,False,Chuck Berry,exact_norm,1.0,
crowded house,crowded house,1,False,False,Crowded House,exact_norm,1.0,
deadmau5,deadmau5,1,False,False,deadmau5,exact_norm,1.0,
dillon francis,dillon francis,1,False,False,Dillon Francis,exact_norm,1.0,
dilly dally,dilly dally,1,False,False,DILLY DALLY,exact_norm,1.0,
discodeine,discodeine,1,False,False,Discodeine,exact_norm,1.0,
discovery,discovery,1,False,False,Discovery,exact_norm,1.0,
dj dodger stadium,dj dodger stadium,1,False,False,DJ Dodger Stadium,exact_norm,1.0,
dj snake,dj snake,1,False,False,DJ Snake,exact_norm,1.0,
dolly parton,dolly parton,1,False,False,Dolly Parton,exact_norm,1.0,
donna summer,donna summer,1,False,False,Donna Summer,exact_norm,1.0,
donnie trumpet,donnie trumpet,1,False,False,Donnie Trumpet,exact_norm,1.0,
dr. john,dr. john,1,False,False,Dr. John,jaccard_token,1.0,
duck sauce,duck sauce,1,False,False,Duck Sauce,exact_norm,1.0,
duke ellington,duke ellington,1,False,False,Duke Ellington,exact_norm,1.0,
duran duran duran,duran duran duran,1,False,False,Duran Duran,jaccard_token,1.0,
dusky,dusky,1,False,False,Dusky,exact_norm,1.0,
dusty springfield,dusty springfield,1,False,False,Dusty Springfield,exact_norm,1.0,
eazy-e,eazy-e,1,False,False,Eazy-E,jaccard_token,1.0,
ebo taylor,ebo taylor,1,False,False,Ebo Taylor,exact_norm,1.0,
electric guest,electric guest,1,False,False,Electric Guest,exact_norm,1.0,
empress of,empress of,1,False,False,Empress Of,exact_norm,1.0,
enya,enya,1,False,False,Enya,exact_norm,1.0,
eric prydz,eric prydz,1,False,False,Eric Prydz,exact_norm,1.0,
erkin koray,erkin koray,1,False,False,Erkin Koray,exact_norm,1.0,
etta james,etta james,1,False,False,Etta James,exact_norm,1.0,
ex hex,ex hex,1,False,False,Ex Hex,exact_norm,1.0,
ezale,ezale,1,False,False,Ezale,exact_norm,1.0,
fabolous,fabolous,1,False,False,Fabolous,exact_norm,1.0,
feathers,feathers,1,False,False,Feathers,exact_norm,1.0,
flatbush zombies,flatbush zombies,1,False,False,Flatbush Zombies,exact_norm,1.0,
foster the people,foster the people,1,False,False,Foster The People,exact_norm,1.0,
fugees,fugees,1,False,False,Fugees,exact_norm,1.0,
g herbo,g herbo,1,False,False,G Herbo,exact_norm,1.0,
gayngs,gayngs,1,False,False,Gayngs,exact_norm,1.0,
george harrison,george harrison,1,False,False,George Harrison,exact_norm,1.0,
gesaffelstein,gesaffelstein,1,False,False,Gesaffelstein,exact_norm,1.0,
ghost culture,ghost culture,1,False,False,Ghost Culture,exact_norm,1.0,
girl unit,girl unit,1,False,False,Girl Unit,exact_norm,1.0,
guns n' roses,guns n' roses,1,False,False,Guns N' Roses,jaccard_token,1.0,
haim,haim,1,False,False,HAIM,exact_norm,1.0,
halsey,halsey,1,False,False,Halsey,exact_norm,1.0,
handsome boy modeling school,handsome boy modeling school,1,False,False,Handsome Boy Modeling School,exact_norm,1.0,
hans zimmer,hans zimmer,1,False,False,Hans Zimmer,exact_norm,1.0,
horace andy,horace andy,1,False,False,Horace Andy,exact_norm,1.0,
ibeyi,ibeyi,1,False,False,Ibeyi,exact_norm,1.0,
inspectah deck,inspectah deck,1,False,False,Inspectah Deck,exact_norm,1.0,
iron maiden,iron maiden,1,False,False,Iron Maiden,exact_norm,1.0,
j.rocc,j.rocc,1,False,False,J Rocc,jaccard_token,1.0,
jason derulo,jason derulo,1,False,False,Jason Derulo,exact_norm,1.0,
jay rock,jay rock,1,False,False,Jay Rock,exact_norm,1.0,
jessie j,jessie j,1,False,False,Jessie J,exact_norm,1.0,
john legend,john legend,1,False,False,John Legend,exact_norm,1.0,
jojo,jojo,1,False,False,JoJo,exact_norm,1.0,
julio bashmore,julio bashmore,1,False,False,Julio Bashmore,exact_norm,1.0,
jungle,jungle,1,False,False,Jungle,exact_norm,1.0,
justin bieber,justin bieber,1,False,False,Justin Bieber,exact_norm,1.0,
kate boy,kate boy,1,False,False,Kate Boy,exact_norm,1.0,
kaytranada,kaytranada,1,False,False,KAYTRANADA,exact_norm,1.0,
kehlani,kehlani,1,False,False,Kehlani,exact_norm,1.0,
kenny dope,kenny dope,1,False,False,Kenny Dope,exact_norm,1.0,
kimbra,kimbra,1,False,False,Kimbra,exact_norm,1.0,
king,king,1,False,False,King,exact_norm,1.0,
kodak black,kodak black,1,False,False,Kodak Black,exact_norm,1.0,
kreayshawn,kreayshawn,1,False,False,Kreayshawn,exact_norm,1.0,
lang,lang,1,False,False,Lang Lang,jaccard_token,1.0,
leon bridges,leon bridges,1,False,False,Leon Bridges,exact_norm,1.0,
lil reese,lil reese,1,False,False,Lil Reese,exact_norm,1.0,
lil' kim,lil' kim,1,False,False,Lil' Kim,jaccard_token,1.0,
lion babe,lion babe,1,False,False,LION BABE,exact_norm,1.0,
lloyd,lloyd,1,False,False,Lloyd,exact_norm,1.0,
logic,logic,1,False,False,Logic,exact_norm,1.0,
lorde,lorde,1,False,False,Lorde,exact_norm,1.0,
macklemore,macklemore,1,False,False,Macklemore,exact_norm,1.0,
majid jordan,majid jordan,1,False,False,Majid Jordan,exact_norm,1.0,
mariah carey,mariah carey,1,False,False,Mariah Carey,exact_norm,1.0,
marvin gaye,marvin gaye,1,False,False,Marvin Gaye,exact_norm,1.0,
mary j. blige,mary j. blige,1,False,False,Mary J. Blige,jaccard_token,1.0,
mazzy star,mazzy star,1,False,False,Mazzy Star,exact_norm,1.0,
megadeth,megadeth,1,False,False,Megadeth,exact_norm,1.0,
metro boomin,metro boomin,1,False,False,Metro Boomin,exact_norm,1.0,
mika,mika,1,False,False,MIKA,exact_norm,1.0,
mikky ekko,mikky ekko,1,False,False,Mikky Ekko,exact_norm,1.0,
miley cyrus,miley cyrus,1,False,False,Miley Cyrus,exact_norm,1.0,
minor victories,minor victories,1,False,False,Minor Victories,exact_norm,1.0,
miranda lambert,miranda lambert,1,False,False,Miranda Lambert,exact_norm,1.0,
misfits,misfits,1,False,False,Misfits,exact_norm,1.0,
mother,mother,1,False,False,Mother Mother,jaccard_token,1.0,
mother mother,mother mother,1,False,False,Mother Mother,exact_norm,1.0,
mr. fingers,mr. fingers,1,False,False,Mr. Fingers,jaccard_token,1.0,
n.w.a.,n.w.a.,1,False,False,N.W.A.,jaccard_token,1.0,
ne-yo,ne-yo,1,False,False,Ne-Yo,jaccard_token,1.0,
neil diamond,neil diamond,1,False,False,Neil Diamond,exact_norm,1.0,
nelly furtado,nelly furtado,1,False,False,Nelly Furtado,exact_norm,1.0,
nick jonas,nick jonas,1,False,False,Nick Jonas,exact_norm,1.0,
night moves,night moves,1,False,False,Night Moves,exact_norm,1.0,
norah jones,norah jones,1,False,False,Norah Jones,exact_norm,1.0,
nxworries,nxworries,1,False,False,NxWorries,exact_norm,1.0,
panic! at the disco,panic! at the disco,1,False,False,Panic! At The Disco,exact_norm,1.0,
pantera,pantera,1,False,False,Pantera,exact_norm,1.0,
parliament,parliament,1,False,False,Parliament,exact_norm,1.0,
paul wall,paul wall,1,False,False,Paul Wall,exact_norm,1.0,
plan b,plan b,1,False,False,Plan B,exact_norm,1.0,
poolside,poolside,1,False,False,Poolside,exact_norm,1.0,
popcaan,popcaan,1,False,False,Popcaan,exact_norm,1.0,
porter robinson,porter robinson,1,False,False,Porter Robinson,exact_norm,1.0,
problem,problem,1,False,False,Problem,exact_norm,1.0,
professor murder,professor murder,1,False,False,Professor Murder,exact_norm,1.0,
quadron,quadron,1,False,False,Quadron,exact_norm,1.0,
queen,queen,1,False,False,Queen,exact_norm,1.0,
ray charles,ray charles,1,False,False,Ray Charles,exact_norm,1.0,
redman,redman,1,False,False,Redman,exact_norm,1.0,
rhye,rhye,1,False,False,Rhye,exact_norm,1.0,
rich homie quan,rich homie quan,1,False,False,Rich Homie Quan,exact_norm,1.0,
rich the kid,rich the kid,1,False,False,Rich The Kid,exact_norm,1.0,
riff raff,riff raff,1,False,False,Riff Raff,exact_norm,1.0,
rise against,rise against,1,False,False,Rise Against,exact_norm,1.0,
roy orbison,roy orbison,1,False,False,Roy Orbison,exact_norm,1.0,
rudimental,rudimental,1,False,False,Rudimental,exact_norm,1.0,
ryan lewis,ryan lewis,1,False,False,Ryan Lewis,exact_norm,1.0,
sade,sade,1,False,False,Sade,exact_norm,1.0,
sage the gemini,sage the gemini,1,False,False,Sage The Gemini,exact_norm,1.0,
sam smith,sam smith,1,False,False,Sam Smith,exact_norm,1.0,
silk rhodes,silk rhodes,1,False,False,Silk Rhodes,exact_norm,1.0,
simple minds,simple minds,1,False,False,Simple Minds,exact_norm,1.0,
sisyphus,sisyphus,1,False,False,Sisyphus,exact_norm,1.0,
skepta,skepta,1,False,False,Skepta,exact_norm,1.0,
skrillex,skrillex,1,False,False,Skrillex,exact_norm,1.0,
steely dan,steely dan,1,False,False,Steely Dan,exact_norm,1.0,
stevie wonder,stevie wonder,1,False,False,Stevie Wonder,exact_norm,1.0,
system of a down,system of a down,1,False,False,System Of A Down,exact_norm,1.0,
sza,sza,1,False,False,SZA,exact_norm,1.0,
t-pain,t-pain,1,False,False,T-Pain,jaccard_token,1.0,
the cars,the cars,1,False,False,The Cars,exact_norm,1.0,
the chainsmokers,the chainsmokers,1,False,False,The Chainsmokers,exact_norm,1.0,
the districts,the districts,1,False,False,The Districts,exact_norm,1.0,
the notorious b.i.g.,the notorious b.i.g.,1,False,False,The Notorious B.I.G.,jaccard_token,1.0,
the orwells,the orwells,1,False,False,The Orwells,exact_norm,1.0,
the parallax corporation,the parallax corporation,1,False,False,The Parallax Corporation,exact_norm,1.0,
the presidents of the united states of america,the presidents of the united states of america,1,False,False,The Presidents Of The United States Of America,exact_norm,1.0,
the sonics,the sonics,1,False,False,The Sonics,exact_norm,1.0,
theophilus london,theophilus london,1,False,False,Theophilus London,exact_norm,1.0,
thin lizzy,thin lizzy,1,False,False,Thin Lizzy,exact_norm,1.0,
thrice,thrice,1,False,False,Thrice,exact_norm,1.0,
timber timbre,timber timbre,1,False,False,Timber Timbre,exact_norm,1.0,
tonstartssbandht,tonstartssbandht,1,False,False,Tonstartssbandht,exact_norm,1.0,
too $hort,too $hort,1,False,False,Too $hort,exact_norm,1.0,
tops,tops,1,False,False,TOPS,exact_norm,1.0,
trey songz,trey songz,1,False,False,Trey Songz,exact_norm,1.0,
trinidad james,trinidad james,1,False,False,Trinidad James,exact_norm,1.0,
ultimate painting,ultimate painting,1,False,False,Ultimate Painting,exact_norm,1.0,
vic mensa,vic mensa,1,False,False,Vic Mensa,exact_norm,1.0,
vybz kartel,vybz kartel,1,False,False,Vybz Kartel,exact_norm,1.0,
warren g,warren g,1,False,False,Warren G,exact_norm,1.0,
wet,wet,1,False,False,Wet,exact_norm,1.0,
whitney,whitney,1,False,False,Whitney,exact_norm,1.0,
willow,willow,1,False,False,Willow,exact_norm,1.0,
yann tiersen,yann tiersen,1,False,False,Yann Tiersen,exact_norm,1.0,
years,years,1,False,False,Years & Years,jaccard_token,1.0,
ying yang twins,ying yang twins,1,False,False,Ying Yang Twins,exact_norm,1.0,
young the giant,young the giant,1,False,False,Young the Giant,exact_norm,1.0,
zayn,zayn,1,False,False,ZAYN,exact_norm,1.0,
zedd,zedd,1,False,False,Zedd,exact_norm,1.0,
zhu,zhu,1,False,False,ZHU,exact_norm,1.0,
the creator,the creator,3,False,False,"Tyler, The Creator",jaccard_token,0.6666666666666666,
the national trust,the national trust,2,False,False,The National,jaccard_token,0.6666666666666666,
brad mehldau,brad mehldau,1,False,False,Brad Mehldau Trio,jaccard_token,0.6666666666666666,
charles mingus sextet,charles mingus sextet,1,False,False,Charles Mingus,jaccard_token,0.6666666666666666,
miles davis quintet,miles davis quintet,1,False,False,Miles Davis,jaccard_token,0.6666666666666666,
music a.m.,music a.m.,1,False,False,Mýa,jaccard_token,0.6666666666666666,
roy ayers,roy ayers,1,False,False,Roy Ayers Ubiquity,jaccard_token,0.6666666666666666,
sound team,sound team,1,False,False,SEGA SOUND TEAM,jaccard_token,0.6666666666666666,
the band,the band,1,False,False,The Kids Band,jaccard_token,0.6666666666666666,
the belle game,the belle game,1,False,False,The Game,jaccard_token,0.6666666666666666,
the brothers,the brothers,1,False,False,The Chambers Brothers,jaccard_token,0.6666666666666666,
the dolls,the dolls,1,False,False,The Pussycat Dolls,jaccard_token,0.6666666666666666,
the girls,the girls,1,False,False,The Cheeky Girls,jaccard_token,0.6666666666666666,
the go,the go,1,False,False,The Go! Team,jaccard_token,0.6666666666666666,
the kids,the kids,1,False,False,The Kids Band,jaccard_token,0.6666666666666666,
the national lights,the national lights,1,False,False,The National,jaccard_token,0.6666666666666666,
the new cars,the new cars,1,False,False,The Cars,jaccard_token,0.6666666666666666,
the strange,the strange,1,False,False,The Strange Boys,jaccard_token,0.6666666666666666,
ty segall band,ty segall band,1,False,False,Ty Segall,jaccard_token,0.6666666666666666,
vince guaraldi,vince guaraldi,1,False,False,Vince Guaraldi Trio,jaccard_token,0.6666666666666666,
wu-tang,wu-tang,1,False,False,Wu-Tang Clan,jaccard_token,0.6666666666666666,
guided by voices,guided by voices,23,False,False,,,0.0,
bonnie prince billy,bonnie prince billy,22,False,False,,,0.0,
robert pollard,robert pollard,21,False,False,,,0.0,
mogwai,mogwai,20,False,False,,,0.0,
of montreal,of montreal,20,False,False,,,0.0,
animal collective,animal collective,18,False,False,,,0.0,
brian eno,brian eno,18,False,False,,,0.0,
the fall,the fall,18,False,False,,,0.0,
xiu xiu,xiu xiu,18,False,False,,,0.0,
fennesz,fennesz,17,False,False,,,0.0,
ryan adams,ryan adams,17,False,False,,,0.0,
deerhoof,deerhoof,16,False,False,,,0.0,
sonic youth,sonic youth,16,False,False,,,0.0,
the flaming lips,the flaming lips,16,False,False,,,0.0,
autechre,autechre,15,False,False,,,0.0,
elvis costello,elvis costello,15,False,False,,,0.0,
four tet,four tet,15,False,False,,,0.0,
the mountain goats,the mountain goats,15,False,False,,,0.0,
wilco,wilco,15,False,False,,,0.0,
bright eyes,bright eyes,14,False,False,,,0.0,
destroyer,destroyer,14,False,False,,,0.0,
my morning jacket,my morning jacket,14,False,False,,,0.0,
nick cave,nick cave,14,False,False,,,0.0,
the decemberists,the decemberists,14,False,False,,,0.0,
yo la tengo,yo la tengo,14,False,False,,,0.0,
belle,belle,13,False,False,,,0.0,
bjrk,bjrk,13,False,False,,,0.0,
excepter,excepter,13,False,False,,,0.0,
melvins,melvins,13,False,False,,,0.0,
mount eerie,mount eerie,13,False,False,,,0.0,
richard youngs,richard youngs,13,False,False,,,0.0,
saint etienne,saint etienne,13,False,False,,,0.0,
sigur rs,sigur rs,13,False,False,,,0.0,
six organs of admittance,six organs of admittance,13,False,False,,,0.0,
squarepusher,squarepusher,13,False,False,,,0.0,
sunn o))),sunn o))),13,False,False,,,0.0,
thee oh sees,thee oh sees,13,False,False,,,0.0,
tim hecker,tim hecker,13,False,False,,,0.0,
wire,wire,13,False,False,,,0.0,
arthur russell,arthur russell,12,False,False,,,0.0,
boris,boris,12,False,False,,,0.0,
